87
Vdd[mV] Temp[C] Leakage[nA] FwdLatUp[ns] FwdLatDn[ns] BwdLatUp[ns] BwdLatDn[ns] CycTime[ns] EpC[fJ]
450 -25 0.105209 0.12757 0.409315 0.329839 0.437793 1.01226 4.20896
475 -25 0.118362 0.101345 0.278326 0.265079 0.319888 0.787194 4.46668
500 -25 0.132782 0.0849051 0.197609 0.222024 0.246342 0.640803 4.76804
525 -25 0.148544 0.0732236 0.146246 0.191158 0.197492 0.539488 5.113
550 -25 0.165695 0.0644821 0.112064 0.168151 0.163532 0.466408 5.50074
575 -25 0.184247 0.0577858 0.0883975 0.150476 0.139066 0.411821 5.92662
600 -25 0.20424 0.0524979 0.0714935 0.136524 0.120887 0.369956 6.38781
625 -25 0.225672 0.0482417 0.0588662 0.12528 0.106999 0.336983 6.88308
650 -25 0.248547 0.0447502 0.0493553 0.116074 0.0961859 0.310528 7.41243
675 -25 0.27287 0.0418576 0.04207 0.108423 0.0875745 0.288921 7.97562
700 -25 0.298629 0.0394303 0.0362937 0.101979 0.0805688 0.27101 8.57302
725 -25 0.325825 0.0373453 0.031677 0.0964708 0.0747824 0.255966 9.20501
750 -25 0.354466 0.035573 0.027959 0.0917514 0.0699395 0.243171 9.87297
775 -25 0.384568 0.0340457 0.0248045 0.087679 0.0658349 0.232269 10.5786
800 -25 0.416181 0.0327203 0.0221905 0.0841321 0.06233 0.222831 11.3239
850 -25 0.484194 0.0305527 0.0181022 0.0783101 0.0567069 0.207613 12.942
900 -25 0.560066 0.0288864 0.0148899 0.0738128 0.0524598 0.196042 14.744
950 -25 0.647158 0.0275833 0.0124957 0.070313 0.0492002 0.187215 16.7439
100 0 0.452014 1577.8 1003.8 3837.96 2525.82 8727.62 0.241381
125 0 0.132727 678.394 547.797 1703.06 1148.65 3893.48 0.283222
150 0 0.138625 290.396 261.37 732.099 503.2 1678.42 0.361777
175 0 0.144572 122.47 117.823 307.43 214.534 705.558 0.474852
200 0 0.15085 50.845 51.9123 126.804 89.9889 291.58 0.619756
225 0 0.157576 20.896 22.9008 51.819 37.7172 119.865 0.795807
250 0 0.165013 8.57742 10.3879 21.2279 16.1449 49.827 1.00508
275 0 0.173387 3.5956 5.06142 8.93044 7.33231 21.6166 1.25402
300 0 0.182937 1.60239 2.77001 4.02465 3.70071 10.2468 1.55526
325 0 0.19375 0.798184 1.7244 2.03225 2.11701 5.48398 1.91875
350 0 0.20606 0.454792 1.17035 1.16944 1.34478 3.30877 2.32929
375 0 0.219481 0.292744 0.821001 0.754986 0.914352 2.1953 2.74919
400 0 0.234069 0.204052 0.582739 0.530165 0.648845 1.55857 3.14824
425 0 0.249886 0.152439 0.417604 0.398139 0.476274 1.16622 3.52063
450 0 0.26692 0.120255 0.303741 0.314784 0.361003 0.911466 3.87841
475 0 0.285281 0.0988624 0.225239 0.258876 0.282453 0.738832 4.23692
500 0 0.305006 0.0839024 0.170697 0.219491 0.227561 0.617461 4.60965
525 0 0.326245 0.0729178 0.132611 0.190605 0.18824 0.529183 5.00537
550 0 0.349023 0.0646559 0.105456 0.168742 0.159408 0.463247 5.42734
575 0 0.373374 0.0582091 0.085522 0.151737 0.137755 0.412694 5.8779
600 0 0.399417 0.0530873 0.0704881 0.138166 0.121151 0.373051 6.35802
625 0 0.427109 0.0489263 0.0591126 0.127158 0.108155 0.341386 6.86911
650 0 0.456496 0.0455082 0.0502993 0.118086 0.0978357 0.31567 7.41208
675 0 0.487609 0.0426503 0.0433569 0.1105 0.0894795 0.294475 7.98849
700 0 0.520441 0.0402482 0.0377024 0.104085 0.0826095 0.276729 8.59849
725 0 0.555028 0.0381817 0.0331735 0.0985913 0.0768774 0.261765 9.24364
750 0 0.591397 0.0364139 0.0294283 0.0938704 0.0720504 0.248997 9.92528
775 0 0.629582 0.0348942 0.0262999 0.0897828 0.0679309 0.23802 10.6444
800 0 0.669724 0.0335697 0.0236454 0.0862198 0.0643892 0.22855 11.404
850 0 0.756134 0.0313913 0.019417 0.0803553 0.0586803 0.213136 13.0511
900 0 0.852932 0.0297131 0.0162548 0.075816 0.0543309 0.201419 14.8823
950 0 0.964417 0.0283933 0.0136176 0.0722758 0.0509712 0.19242 16.9105
100 25 0.564423 539.035 213.62 1266.84 732.226 2727.94 0.278493
125 25 0.575757 251.897 133.728 617.077 357.545 1323.73 0.309814
150 25 0.593277 118.353 69.8577 291.684 169.193 623.085 0.37752
175 25 0.612589 54.8966 34.1952 134.773 78.2289 286.667 0.480621
200 25 0.633056 25.0868 16.3989 61.2438 35.7623 130.045 0.616087
225 25 0.654411 11.3386 7.92517 27.5608 16.4126 58.8008 0.781341
250 25 0.676863 5.11516 3.99683 12.4429 7.76286 27.0096 0.975211
275 25 0.70067 2.35659 2.19986 5.77967 3.93047 13.0114 1.20029
300 25 0.726013 1.15543 1.35644 2.87719 2.20252 6.83335 1.46558
325 25 0.752949 0.627501 0.938527 1.58889 1.37571 3.9857 1.77781
350 25 0.781345 0.381289 0.690215 0.979312 0.936813 2.57412 2.1329
375 25 0.81138 0.256044 0.522975 0.66391 0.677276 1.803 2.51596
400 25 0.842882 0.185879 0.401883 0.484687 0.509939 1.34159 2.90965
425 25 0.875987 0.143186 0.310174 0.374467 0.395581 1.04454 3.30324
450 25 0.910839 0.115389 0.240937 0.302166 0.314575 0.843003 3.69603
475 25 0.947546 0.0962718 0.189036 0.252187 0.255833 0.700472 4.09289
500 25 0.986192 0.0825741 0.150424 0.216152 0.212477 0.596496 4.50077
525 25 1.02699 0.0723594 0.121169 0.18926 0.179967 0.518541 4.92532
550 25 1.06999 0.0645562 0.0991295 0.168608 0.155158 0.45876 5.37094
575 25 1.1151 0.0584269 0.0822388 0.152332 0.135953 0.411929 5.84106
600 25 1.1624 0.0534744 0.0691501 0.139228 0.120815 0.374605 6.33788
625 25 1.21211 0.0494665 0.0588824 0.128534 0.10873 0.344382 6.86424
650 25 1.26408 0.0461282 0.050739 0.11966 0.0989572 0.319561 7.42157
675 25 1.31842 0.0433325 0.0441807 0.112199 0.0909308 0.298888 8.01187
700 25 1.37501 0.040966 0.0387949 0.105855 0.0842419 0.281479 8.63557
725 25 1.43453 0.0389397 0.0343865 0.100418 0.0786262 0.2667 9.2948
750 25 1.49639 0.0371929 0.0307155 0.0957275 0.0738524 0.254018 9.99074
775 25 1.56092 0.0356769 0.0276629 0.091651 0.0697571 0.243092 10.7245
800 25 1.62825 0.0343595 0.0249741 0.0880921 0.0662212 0.233625 11.499
850 25 1.77187 0.0321918 0.0206986 0.0822228 0.0604717 0.218177 13.1768
900 25 1.93111 0.0305061 0.0173127 0.0776639 0.0560537 0.206366 15.0387
950 25 2.11093 0.0291733 0.014656 0.0740968 0.052613 0.197232 17.0973
100 50 2.05135 218.176 52.7985 493.648 258.025 1019.44 0.329462
125 50 2.07412 108.937 40.5918 261.697 134.42 533.823 0.351283
150 50 2.12478 55.2739 23.5172 134.202 68.2286 271.452 0.408675
175 50 2.18487 27.7728 12.5136 67.3056 33.9918 135.242 0.502898
200 50 2.24931 13.7524 6.5111 33.1801 16.8275 66.562 0.631103
225 50 2.31624 6.71858 3.44114 16.1743 8.42712 32.735 0.788985
250 50 2.38521 3.27118 1.9199 7.90434 4.38727 16.415 0.972818
275 50 2.45703 1.63125 1.17566 3.98727 2.45141 8.66064 1.18394
300 50 2.53104 0.867627 0.804953 2.15693 1.49977 4.94964 1.4303
325 50 2.60751 0.506851 0.603366 1.28254 1.00356 3.10217 1.71902
350 50 2.68626 0.326525 0.471567 0.83792 0.721339 2.11872 2.04824
375 50 2.76793 0.228726 0.376514 0.592912 0.545477 1.54951 2.40853
400 50 2.85205 0.171315 0.303685 0.446649 0.427189 1.19316 2.78955
425 50 2.93893 0.135008 0.245933 0.353179 0.34331 0.955405 3.18368
450 50 3.02779 0.110695 0.199868 0.289967 0.281709 0.788892 3.58687
475 50 3.12168 0.0935604 0.163292 0.245217 0.235408 0.667874 4.00017
500 50 3.2179 0.0810988 0.134217 0.212314 0.199982 0.57724 4.42639
525 50 3.31756 0.0716293 0.111418 0.187356 0.172517 0.507694 4.86897
550 50 3.42081 0.0642832 0.0933241 0.167919 0.150961 0.453345 5.33189
575 50 3.52778 0.0584693 0.0789751 0.152442 0.133833 0.410012 5.81792
600 50 3.63839 0.0537521 0.0676046 0.139863 0.120044 0.374969 6.33037
625 50 3.75339 0.0498715 0.0583139 0.129523 0.108855 0.346242 6.87188
650 50 3.87224 0.0466494 0.0508514 0.120891 0.0996519 0.322392 7.44377
675 50 3.99527 0.0439275 0.0447203 0.113593 0.0919878 0.302365 8.04844
700 50 4.12259 0.0416132 0.0395865 0.107367 0.0855412 0.285408 8.68674
725 50 4.25383 0.0396237 0.0353577 0.102005 0.0800597 0.27087 9.3606
750 50 4.39065 0.0379076 0.0316967 0.0973657 0.075383 0.258408 10.0716
775 50 4.53084 0.0364142 0.0286387 0.0933273 0.071339 0.247585 10.821
800 50 4.67771 0.0351116 0.0261292 0.089791 0.0678241 0.238173 11.6111
850 50 4.98571 0.0329491 0.0217122 0.0839431 0.0620805 0.222726 13.3204
900 50 5.3197 0.0312644 0.0183961 0.0793767 0.0576313 0.210847 15.2135
950 50 5.68676 0.0299292 0.0156401 0.0757954 0.0541289 0.201642 17.3024
125 75 6.37599 53.0426 14.0862 125.107 58.3754 245.297 0.407166
175 75 6.66102 15.4155 5.40454 37.0924 16.8168 71.3653 0.538901
200 75 6.84046 8.15049 3.0494 19.569 8.9598 37.7099 0.658509
225 75 7.02784 4.23867 1.75701 10.1818 4.86642 19.9479 0.807331
250 75 7.22112 2.20004 1.07578 5.31862 2.76392 10.7978 0.980879
275 75 7.41934 1.17631 0.718332 2.88195 1.68078 6.16187 1.1816
300 75 7.62126 0.672071 0.536175 1.67508 1.1052 3.78045 1.41663
325 75 7.82994 0.418287 0.426472 1.06036 0.781983 2.51621 1.69191
350 75 8.04187 0.283116 0.34904 0.727469 0.586561 1.79966 2.00585
375 75 8.26018 0.205908 0.29006 0.534025 0.459123 1.36347 2.35224
400 75 8.48322 0.158487 0.242885 0.413452 0.370395 1.07969 2.72377
425 75 8.71193 0.127522 0.203662 0.333676 0.305616 0.88411 3.11427
450 75 8.9466 0.106219 0.170686 0.278242 0.256735 0.743703 3.5207
475 75 9.18754 0.090885 0.143696 0.238135 0.218983 0.639156 3.94187
500 75 9.43504 0.0794849 0.121332 0.208114 0.189334 0.559323 4.3791
525 75 9.68763 0.0707439 0.103167 0.185005 0.165781 0.496865 4.83465
550 75 9.95083 0.0638977 0.0880301 0.16679 0.146887 0.447263 5.31117
575 75 10.2196 0.0583859 0.0759059 0.152111 0.131541 0.40723 5.8117
600 75 10.4949 0.0539017 0.0657418 0.140119 0.118993 0.374374 6.33882
625 75 10.7802 0.0501939 0.0574557 0.130174 0.10864 0.347129 6.89451
650 75 11.0725 0.0470794 0.0506748 0.121818 0.0999984 0.324374 7.48146
675 75 11.373 0.0444462 0.0450108 0.114715 0.0927139 0.305083 8.1006
700 75 11.682 0.0421951 0.0401945 0.108633 0.0865217 0.288562 8.75365
725 75 11.9982 0.0402524 0.0360896 0.103376 0.0812167 0.274421 9.44281
750 75 12.3267 0.0385722 0.0325585 0.0988174 0.0766611 0.262178 10.1692
775 75 12.663 0.0370971 0.0296463 0.0948229 0.0726914 0.251516 10.9344
800 75 13.0089 0.035809 0.0269503 0.0913299 0.0692235 0.242245 11.7407
850 75 13.7319 0.0336757 0.0226451 0.0855273 0.0635097 0.226861 13.4819
900 75 14.5007 0.0320009 0.019224 0.0809757 0.0590504 0.214965 15.4067
950 75 15.3328 0.0306716 0.0164121 0.077381 0.0555101 0.205698 17.5257
125 100 17.1932 28.3958 5.09136 65.5958 28.3851 124.809 0.477916
175 100 17.8166 9.18233 2.63086 22.0053 9.21417 41.0417 0.588372
200 100 18.2511 5.11263 1.61395 12.2723 5.25299 23.0624 0.69641
225 100 18.7145 2.79924 1.00932 6.74133 3.0736 13.0008 0.833163
250 100 19.1945 1.5378 0.66934 3.73636 1.8844 7.53125 0.995932
275 100 19.6833 0.877068 0.488196 2.16074 1.2301 4.59441 1.18825
300 100 20.1884 0.534285 0.386879 1.33799 0.858349 2.99928 1.4162
325 100 20.7015 0.351289 0.321203 0.893556 0.635618 2.09978 1.68318
350 100 21.2242 0.248258 0.272493 0.639389 0.493927 1.56165 1.98759
375 100 21.7578 0.186537 0.233749 0.484405 0.397554 1.2192 2.32482
400 100 22.3026 0.147175 0.201294 0.384118 0.328485 0.988209 2.68954
425 100 22.8593 0.120649 0.172893 0.315731 0.276774 0.824861 3.07716
450 100 23.4284 0.101931 0.149252 0.26703 0.236827 0.704603 3.48474
475 100 24.0105 0.088221 0.128474 0.231065 0.205344 0.613409 3.91096
500 100 24.6041 0.0778651 0.110866 0.203711 0.18011 0.542494 4.35639
525 100 25.2142 0.0697996 0.0958694 0.18235 0.159676 0.486244 4.82223
550 100 25.8399 0.0634019 0.0833837 0.165307 0.142955 0.440867 5.31085
575 100 26.479 0.0582307 0.0727971 0.151464 0.129168 0.403728 5.82448
600 100 27.1336 0.0539769 0.063831 0.140058 0.117739 0.373018 6.36533
625 100 27.804 0.0504285 0.0564921 0.130533 0.108162 0.347296 6.93556
650 100 28.4908 0.0474469 0.0503266 0.122479 0.100058 0.325569 7.53682
675 100 29.1943 0.0449034 0.0450349 0.115602 0.0931626 0.307082 8.17109
700 100 29.9152 0.0427253 0.0405298 0.109685 0.0872396 0.291133 8.83922
725 100 30.6538 0.0408316 0.0366638 0.104554 0.0821309 0.277388 9.54387
750 100 31.4106 0.0391877 0.0333055 0.100082 0.0776987 0.265405 10.2859
775 100 32.1864 0.0377438 0.030311 0.0961593 0.0738265 0.254941 11.0673
800 100 32.9807 0.0364839 0.0276748 0.092715 0.0704232 0.24579 11.8894
850 100 34.6285 0.0343751 0.0234382 0.0869706 0.0647694 0.230583 13.6633
900 100 36.3789 0.0327024 0.020064 0.08244 0.060317 0.218724 15.6199
950 100 38.2295 0.0313729 0.0171387 0.0788456 0.056757 0.209368 17.7687
150 125 41.9779 9.72916 1.89932 22.9257 9.13101 42.077 0.590702
175 125 42.7373 5.75978 1.39315 13.7698 5.48244 25.2169 0.651309
200 125 43.6724 3.34415 0.934174 8.04317 3.32947 14.9554 0.744785
225 125 44.6937 1.9155 0.631303 4.63859 2.08209 8.92868 0.867629
250 125 45.762 1.1114 0.450742 2.71938 1.36389 5.49885 1.02003
275 125 46.8531 0.673204 0.35535 1.67012 0.944728 3.55865 1.20553
300 125 47.9837 0.434274 0.295065 1.0936 0.692068 2.45009 1.42856
325 125 49.1236 0.299607 0.253683 0.765001 0.532457 1.79041 1.69012
350 125 50.2951 0.219904 0.221426 0.567703 0.426117 1.37659 1.98835
375 125 51.4838 0.170062 0.194434 0.442181 0.351189 1.1028 2.31976
400 125 52.6956 0.137184 0.171334 0.358182 0.295886 0.912345 2.68007
425 125 53.9314 0.11439 0.150778 0.299271 0.253679 0.774094 3.06589
450 125 55.192 0.0979381 0.132195 0.256371 0.220443 0.670278 3.47472
475 125 56.4786 0.0856628 0.116054 0.224112 0.193737 0.590034 3.90546
500 125 57.7843 0.0762352 0.101871 0.199193 0.171988 0.526712 4.35803
525 125 59.133 0.0688263 0.0895792 0.179486 0.154081 0.475836 4.83348
550 125 60.5026 0.0628641 0.0789511 0.163588 0.139212 0.43427 5.3333
575 125 61.8991 0.0580206 0.0698655 0.150576 0.126794 0.399864 5.85955
600 125 63.3311 0.0539891 0.0621673 0.139758 0.116343 0.371137 6.41367
625 125 64.7916 0.0506203 0.0553018 0.130659 0.107489 0.346904 6.99781
650 125 66.2841 0.0477657 0.0496945 0.122929 0.0999084 0.326201 7.61358
675 125 67.8094 0.0453158 0.0448773 0.116285 0.0933822 0.308467 8.26265
700 125 69.3683 0.0432121 0.0405098 0.110558 0.0877353 0.293125 8.94634
725 125 70.9618 0.0413735 0.0368996 0.105557 0.0828254 0.279811 9.66674
750 125 72.5886 0.039766 0.0336396 0.101186 0.0785351 0.268143 10.4246
775 125 74.249 0.0383588 0.0308982 0.097349 0.0747651 0.257907 11.2223
800 125 75.9592 0.0371259 0.0282837 0.0939631 0.071437 0.248899 12.0608
850 125 79.4833 0.0350466 0.0241768 0.0882873 0.0658623 0.233867 13.8668
900 125 83.1839 0.0333896 0.0206368 0.0837913 0.0614364 0.222048 15.8545
950 125 87.0716 0.0320588 0.0178653 0.0801948 0.057867 0.212656 18.033
