42
Vdd[mV] Temp[C] Leakage[nA] FwdLatUp[ns] FwdLatDn[ns] BwdLatUp[ns] BwdLatDn[ns] CycTime[ns] EpC[fJ]
350 -25 0.0312084 0.516361 1.52418 1.90706 2.05865 4.99846 1.7799
375 -25 0.0354144 0.309835 0.913126 1.16186 1.23567 3.03332 2.0509
400 -25 0.0401333 0.208071 0.555104 0.758451 0.772029 1.96574 2.26361
425 -25 0.0453679 0.151763 0.346213 0.524992 0.504453 1.35256 2.44071
450 -25 0.0511409 0.117623 0.224138 0.383227 0.34666 0.983915 2.60916
475 -25 0.057477 0.0954486 0.150874 0.29306 0.250117 0.75198 2.78692
500 -25 0.0644148 0.08014 0.105041 0.23329 0.188193 0.599379 2.98169
525 -25 0.0719782 0.0691043 0.0756763 0.192052 0.147221 0.494512 3.19626
550 -25 0.0802123 0.0608419 0.0558907 0.162574 0.11873 0.419683 3.43144
575 -25 0.0891101 0.0544834 0.041961 0.140782 0.0980857 0.364372 3.68575
600 -25 0.0986998 0.04948 0.0319702 0.124258 0.0827888 0.322257 3.95887
625 -25 0.108979 0.0454426 0.0245416 0.111353 0.071073 0.289447 4.25037
650 -25 0.119949 0.0421347 0.0190408 0.101137 0.0620254 0.26335 4.56046
675 -25 0.131615 0.0393826 0.014665 0.0928804 0.0546985 0.242296 4.89027
700 -25 0.143966 0.0370609 0.0114332 0.0861052 0.0489954 0.225058 5.24162
725 -25 0.157008 0.035102 0.0088773 0.0804845 0.0443901 0.210812 5.61542
750 -25 0.170745 0.0334265 0.00682601 0.075772 0.0406128 0.198927 6.01222
775 -25 0.185181 0.0319666 0.00519926 0.0717676 0.0375459 0.188934 6.43192
800 -25 0.200343 0.030707 0.00373398 0.0683485 0.0349454 0.180521 6.87423
850 -25 0.232972 0.02865 0.00203395 0.0628639 0.0315125 0.167411 7.83295
900 -25 0.269421 0.0270619 0.000939832 0.0587267 0.029285 0.157977 8.90294
950 -25 0.311352 0.0258302 0.000335947 0.055568 0.027719 0.150979 10.0929
100 0 0.151694 1444.8 417.561 2959.21 1833.91 7213.63 0.128243
125 0 0.0665857 635.964 231.84 1341.88 864.853 3280.62 0.163288
150 0 0.0690585 274.308 114.722 584.568 388.517 1431.54 0.217695
175 0 0.0719285 115.924 53.7252 247.942 168.94 607.207 0.291452
200 0 0.0749298 48.1474 24.5509 103.327 72.0091 252.958 0.383969
225 0 0.0783065 19.7815 11.2108 42.8154 30.5487 104.869 0.495378
250 0 0.0819675 8.12 5.25898 17.9404 13.1618 44.0466 0.627332
275 0 0.0860759 3.40199 2.6463 7.8498 5.96947 19.3847 0.784194
300 0 0.0907637 1.51682 1.48816 3.75876 2.98859 9.36655 0.973484
325 0 0.0960452 0.7545 0.941835 2.03713 1.70084 5.12506 1.19912
350 0 0.101976 0.427619 0.642773 1.24362 1.07925 3.14912 1.45149
375 0 0.108473 0.272669 0.450101 0.830844 0.731101 2.10886 1.71091
400 0 0.115489 0.190883 0.317784 0.590506 0.515462 1.50015 1.96144
425 0 0.123107 0.143296 0.226151 0.439471 0.374909 1.11694 2.19851
450 0 0.131306 0.113393 0.162608 0.33941 0.280376 0.863735 2.4265
475 0 0.140131 0.0933227 0.118861 0.270743 0.215736 0.690385 2.65314
500 0 0.149648 0.0792082 0.0883943 0.222139 0.170533 0.568179 2.8851
525 0 0.159878 0.0688484 0.0666864 0.18691 0.13794 0.479491 3.1272
550 0 0.170857 0.0609996 0.0510813 0.160677 0.114057 0.413478 3.38246
575 0 0.182581 0.0549058 0.039579 0.140703 0.0960973 0.363141 3.65227
600 0 0.195159 0.0500398 0.0309266 0.125203 0.0822752 0.323858 3.93809
625 0 0.208515 0.0460994 0.0243065 0.112884 0.0714488 0.292645 4.24044
650 0 0.222687 0.0428506 0.0191544 0.102998 0.0628058 0.267543 4.56079
675 0 0.237687 0.0401354 0.0151785 0.0949111 0.0559106 0.246999 4.9002
700 0 0.253518 0.0378426 0.0120443 0.0882176 0.0503141 0.230033 5.26057
725 0 0.270193 0.0358945 0.00946743 0.0826271 0.0456913 0.215858 5.64302
750 0 0.287741 0.0342319 0.00745544 0.0779098 0.0419443 0.203962 6.04835
775 0 0.306151 0.0327713 0.00588588 0.073881 0.038907 0.19392 6.47636
800 0 0.32551 0.03151 0.00446235 0.0704321 0.0362939 0.185402 6.92733
850 0 0.367187 0.029443 0.00260118 0.0648698 0.032657 0.172033 7.90374
900 0 0.413924 0.0278468 0.00131565 0.0606568 0.0302758 0.16236 8.98937
950 0 0.467844 0.0265997 0.000565662 0.0574183 0.0286339 0.155194 10.194
100 25 0.284044 485.39 86.9064 911.674 552.85 2208.16 0.141984
125 25 0.287081 234.481 51.3141 449.027 278.634 1086.7 0.172296
150 25 0.294987 111.377 27.2996 213.242 135.356 516.165 0.221314
175 25 0.304074 51.8241 13.8288 98.8245 63.8626 238.995 0.28957
200 25 0.314006 23.7122 6.8857 45.1418 29.6062 109.013 0.376326
225 25 0.32446 10.7195 3.45846 20.5434 13.6621 49.592 0.480857
250 25 0.335489 4.83638 1.81561 9.49323 6.41509 22.974 0.6033
275 25 0.347194 2.22868 1.04067 4.59994 3.18119 11.209 0.745713
300 25 0.359639 1.09315 0.664356 2.43304 1.73372 5.98803 0.913551
325 25 0.372885 0.59361 0.480631 1.43744 1.07297 3.57092 1.11118
350 25 0.386789 0.360716 0.362096 0.939883 0.727739 2.35127 1.33534
375 25 0.401549 0.242157 0.276866 0.664345 0.524824 1.66872 1.57599
400 25 0.416972 0.175646 0.212485 0.495779 0.39351 1.249 1.82306
425 25 0.433157 0.135279 0.163049 0.384818 0.302936 0.972014 2.07023
450 25 0.450148 0.108976 0.125671 0.307916 0.238579 0.780026 2.31609
475 25 0.468003 0.0909414 0.0969544 0.25277 0.191213 0.642416 2.56291
500 25 0.486736 0.0779824 0.075608 0.21219 0.156349 0.541059 2.81431
525 25 0.506494 0.0683301 0.0592164 0.181665 0.129816 0.464776 3.07362
550 25 0.527282 0.0609319 0.0467128 0.158261 0.109493 0.406196 3.34339
575 25 0.549091 0.0551133 0.0371419 0.140022 0.093743 0.36038 3.6263
600 25 0.571941 0.0504231 0.029709 0.125542 0.0813261 0.323952 3.92342
625 25 0.596011 0.046609 0.0238368 0.113874 0.0713608 0.294528 4.23674
650 25 0.621152 0.0434526 0.0191582 0.104386 0.0632708 0.270487 4.56722
675 25 0.647462 0.040785 0.0154359 0.0965346 0.0566871 0.250609 4.91676
700 25 0.674974 0.0385264 0.0125245 0.0899842 0.0513474 0.234042 5.28695
725 25 0.703696 0.0366155 0.010114 0.0844762 0.0469021 0.22012 5.67867
750 25 0.733663 0.034958 0.00800675 0.0797901 0.0430759 0.208343 6.09296
775 25 0.764925 0.033523 0.00634998 0.0757834 0.0399635 0.198325 6.52977
800 25 0.797547 0.0322599 0.00505309 0.0723272 0.0374434 0.189765 6.99008
850 25 0.867179 0.0301941 0.00307282 0.066725 0.0336821 0.17628 7.98486
900 25 0.944307 0.0285914 0.00173122 0.0624543 0.0312218 0.166439 9.08809
950 25 1.03156 0.0273362 0.000832061 0.0591597 0.0295041 0.159126 10.3082
100 50 1.03062 192.469 23.8834 338.839 205.935 816.883 0.161917
125 50 1.03383 100.449 14.6006 180.24 110.382 431.886 0.188407
150 50 1.05456 51.7881 8.2836 92.4946 57.6103 221.272 0.233033
175 50 1.08196 26.1669 4.50625 46.3988 29.3022 110.803 0.297141
200 50 1.11291 12.983 2.42686 22.9696 14.6462 54.7662 0.380066
225 50 1.14541 6.3478 1.3347 11.3467 7.28359 27.0663 0.480205
250 50 1.17874 3.09239 0.780737 5.70657 3.68909 13.6731 0.596425
275 50 1.2143 1.5425 0.499471 3.01688 1.97132 7.29446 0.730161
300 50 1.25057 0.820618 0.363131 1.73363 1.16285 4.23832 0.886736
325 50 1.28804 0.479318 0.287555 1.09746 0.764653 2.70948 1.0699
350 50 1.32667 0.308783 0.233356 0.757419 0.545524 1.88338 1.27819
375 50 1.36657 0.216299 0.189698 0.558336 0.410657 1.3956 1.5058
400 50 1.4077 0.16196 0.153976 0.43153 0.320446 1.08283 1.74569
425 50 1.45015 0.12764 0.12455 0.345181 0.256203 0.869173 1.99284
450 50 1.49388 0.104596 0.100357 0.283465 0.208476 0.716065 2.24453
475 50 1.53935 0.0884223 0.0809013 0.237795 0.172303 0.602886 2.50087
500 50 1.58626 0.0765882 0.0653405 0.20322 0.144403 0.517033 2.76346
525 50 1.63482 0.0676377 0.0526831 0.176527 0.122338 0.450597 3.03426
550 50 1.6851 0.0606711 0.0427459 0.155552 0.105055 0.398327 3.3154
575 50 1.73717 0.0551574 0.0349331 0.1389 0.0913637 0.356607 3.60899
600 50 1.79083 0.0506685 0.0283918 0.125425 0.080052 0.322902 3.91705
625 50 1.8469 0.0469901 0.0233216 0.114438 0.0710232 0.295269 4.24065
650 50 1.90466 0.0439301 0.0189875 0.105388 0.0633812 0.272429 4.58158
675 50 1.96443 0.0413452 0.0156676 0.0978192 0.0572785 0.253325 4.94146
700 50 2.02625 0.0391458 0.01275 0.09146 0.0519849 0.237265 5.32162
725 50 2.09009 0.037265 0.010471 0.0860585 0.0477054 0.2237 5.72319
750 50 2.15634 0.0356331 0.0086083 0.0814427 0.0441344 0.212102 6.14694
775 50 2.22467 0.0342137 0.00688621 0.0774774 0.0409759 0.2022 6.59326
800 50 2.29554 0.0329636 0.00567361 0.074038 0.0385268 0.19368 7.06299
850 50 2.44478 0.0309102 0.00358593 0.0684311 0.0346606 0.180155 8.07689
900 50 2.60654 0.0293078 0.00212937 0.0641319 0.0321054 0.17022 9.19823
950 50 2.78431 0.0280478 0.00117311 0.0607954 0.0303372 0.162785 10.4347
125 75 3.1735 48.3014 5.062 82.7464 50.6817 196.673 0.210771
175 75 3.29155 14.4775 1.7471 24.4812 15.3297 57.8311 0.31149
200 75 3.37639 7.68109 1.0122 12.9932 8.18189 30.675 0.390463
225 75 3.46645 4.00151 0.607803 6.8875 4.33928 16.3012 0.485968
250 75 3.56025 2.07842 0.391296 3.72728 2.34374 8.88363 0.596366
275 75 3.65682 1.11194 0.27441 2.12434 1.33648 5.11843 0.723741
300 75 3.75566 0.635422 0.224076 1.30946 0.843743 3.19107 0.873262
325 75 3.85715 0.39551 0.18997 0.878193 0.58342 2.16071 1.04797
350 75 3.96068 0.267713 0.163044 0.633558 0.433377 1.57011 1.24663
375 75 4.06695 0.194653 0.138748 0.483363 0.337213 1.20436 1.46528
400 75 4.17561 0.149854 0.117731 0.384137 0.271364 0.96128 1.69912
425 75 4.28697 0.120565 0.0986197 0.31458 0.222616 0.79023 1.94417
450 75 4.40115 0.10037 0.0824244 0.26359 0.185813 0.664563 2.19786
475 75 4.51832 0.085869 0.0687854 0.225015 0.157216 0.569346 2.45943
500 75 4.6386 0.0750834 0.0571125 0.195119 0.13429 0.495414 2.72928
525 75 4.76204 0.066798 0.0472442 0.171549 0.115732 0.43704 3.00854
550 75 4.88904 0.0603005 0.0391733 0.152725 0.100768 0.390219 3.29914
575 75 5.01945 0.0550795 0.0325446 0.137491 0.0885933 0.35221 3.60254
600 75 5.15331 0.0508091 0.0269941 0.124983 0.0784953 0.321024 3.92048
625 75 5.29121 0.0472981 0.0225991 0.114673 0.0703048 0.29515 4.25407
650 75 5.43278 0.0443508 0.0188385 0.10606 0.0633631 0.273528 4.60552
675 75 5.57828 0.0418317 0.0155472 0.0988163 0.0573762 0.255271 4.97549
700 75 5.72784 0.039707 0.0129156 0.0926756 0.05244 0.239807 5.36587
725 75 5.88132 0.0378552 0.0107387 0.0874126 0.048309 0.226606 5.77731
750 75 6.03961 0.0362567 0.00895831 0.0828937 0.0448569 0.215293 6.21066
775 75 6.20211 0.0348566 0.00742116 0.0789851 0.0418923 0.205555 6.66662
800 75 6.36924 0.0336351 0.00609668 0.0755862 0.0393675 0.197149 7.14596
850 75 6.71828 0.0315968 0.00397403 0.0700115 0.035502 0.183701 8.17945
900 75 7.09031 0.030001 0.00250488 0.0656948 0.0329265 0.17368 9.31925
950 75 7.49054 0.0287404 0.00147531 0.0623234 0.0311139 0.166159 10.5727
125 100 8.5435 25.442 2.07169 42.0939 25.9962 99.5219 0.239279
175 100 8.78945 8.57957 0.771961 14.0808 8.79313 33.0026 0.331775
200 100 8.98983 4.80673 0.478523 7.93707 4.9589 18.6172 0.405689
225 100 9.20998 2.63965 0.30911 4.47258 2.77522 10.5449 0.495481
250 100 9.44115 1.45265 0.215356 2.58289 1.5861 6.1464 0.600332
275 100 9.67935 0.828877 0.172186 1.5736 0.967411 3.78801 0.723085
300 100 9.92246 0.505131 0.150795 1.03051 0.644535 2.50769 0.868061
325 100 10.1724 0.33223 0.134442 0.725699 0.464917 1.7821 1.0374
350 100 10.4264 0.234841 0.119937 0.543476 0.356601 1.34394 1.22989
375 100 10.6855 0.176398 0.106013 0.426763 0.285376 1.0611 1.44263
400 100 10.9499 0.139138 0.0932117 0.347148 0.235392 0.866997 1.67216
425 100 11.22 0.114043 0.0805002 0.289873 0.197357 0.726821 1.91526
450 100 11.496 0.0963413 0.0692076 0.246977 0.167992 0.621611 2.16993
475 100 11.778 0.0833603 0.059135 0.213873 0.144525 0.540162 2.43488
500 100 12.0663 0.0735335 0.0504494 0.187764 0.125595 0.475841 2.71028
525 100 12.3603 0.0659125 0.0425949 0.16685 0.109717 0.42414 2.99665
550 100 12.6635 0.0598348 0.0360166 0.149866 0.0967303 0.382059 3.29535
575 100 12.9725 0.0549171 0.0304374 0.135895 0.0859365 0.347372 3.60768
600 100 13.2889 0.0508977 0.0257047 0.124323 0.0768817 0.318542 3.93493
625 100 13.6127 0.0475242 0.0218136 0.114656 0.0693802 0.294345 4.27845
650 100 13.9442 0.0446712 0.0184189 0.106499 0.0629439 0.273953 4.6399
675 100 14.2837 0.0422778 0.0154295 0.0995809 0.0573569 0.256593 5.02003
700 100 14.6314 0.0402043 0.0129941 0.0936634 0.0527 0.241723 5.42052
725 100 14.9874 0.0384042 0.0109877 0.0885653 0.0487951 0.229005 5.84187
750 100 15.3521 0.0368426 0.00918383 0.0841567 0.045373 0.217976 6.28503
775 100 15.7257 0.0354677 0.00774664 0.0803272 0.0425426 0.208426 6.75086
800 100 16.1052 0.0342652 0.00646289 0.0769792 0.0400885 0.200209 7.24007
850 100 16.9027 0.0322536 0.00438164 0.0714513 0.0362897 0.186866 8.29308
900 100 17.739 0.0306692 0.00298123 0.0671468 0.0337322 0.176859 9.4516
950 100 18.6316 0.0294098 0.00181994 0.0637521 0.0318506 0.169257 10.722
150 125 20.7398 8.87013 0.597301 14.3375 8.93814 33.5399 0.30714
175 125 21.0516 5.34658 0.378574 8.64326 5.38689 20.1681 0.357648
200 125 21.4739 3.13384 0.247506 5.13396 3.17872 12.009 0.425302
225 125 21.9531 1.80473 0.170742 3.05775 1.8666 7.20414 0.508773
250 125 22.4632 1.04961 0.127272 1.87443 1.12451 4.4635 0.60876
275 125 22.99 0.636344 0.117137 1.21222 0.730839 2.91905 0.728187
300 125 23.5348 0.4105 0.10857 0.83649 0.511091 2.03478 0.870219
325 125 24.0866 0.283414 0.100354 0.614148 0.382232 1.50622 1.036
350 125 24.6534 0.208125 0.0924647 0.474897 0.301653 1.17247 1.2245
375 125 25.2288 0.160907 0.084317 0.382305 0.247217 0.949034 1.43346
400 125 25.815 0.129734 0.0754949 0.317247 0.207422 0.791033 1.66016
425 125 26.4127 0.108147 0.0674911 0.269349 0.177659 0.674188 1.90223
450 125 27.022 0.0925521 0.0591917 0.232766 0.153482 0.584825 2.15778
475 125 27.6435 0.0809416 0.0515984 0.204078 0.133893 0.514522 2.42582
500 125 28.2763 0.0720126 0.0447403 0.1811 0.117742 0.457997 2.70596
525 125 28.9249 0.0649674 0.0386929 0.162419 0.104338 0.411979 2.99885
550 125 29.5855 0.0593226 0.0332043 0.147022 0.0928947 0.373955 3.30508
575 125 30.2596 0.0547172 0.0283265 0.134218 0.0831298 0.342267 3.62571
600 125 30.9487 0.0508988 0.0245587 0.123487 0.0752903 0.315591 3.96186
625 125 31.6521 0.0476957 0.0208367 0.114441 0.068154 0.293033 4.31495
650 125 32.3705 0.0449733 0.0178146 0.106745 0.0622281 0.273824 4.686
675 125 33.1044 0.0426716 0.0152111 0.100155 0.0571349 0.257346 5.07643
700 125 33.8541 0.0406522 0.012963 0.0944679 0.0527577 0.243155 5.48676
725 125 34.62 0.0389097 0.0110783 0.0895417 0.0490444 0.230885 5.91797
750 125 35.4011 0.0373891 0.00938794 0.0852591 0.0457913 0.220209 6.37088
775 125 36.2002 0.0360422 0.00809043 0.0815132 0.0431334 0.210947 6.84645
800 125 37.0199 0.0348654 0.00682088 0.0782305 0.0407358 0.202891 7.34566
850 125 38.7105 0.0328935 0.0047231 0.072774 0.036988 0.189722 8.41835
900 125 40.4844 0.0313197 0.00328919 0.0684799 0.0344228 0.179747 9.5952
950 125 42.3469 0.0300616 0.00206471 0.0650684 0.0325151 0.172077 10.8825
