69
Vdd[mV] Temp[C] Leakage[nA] FwdLatUp[ns] FwdLatDn[ns] BwdLatUp[ns] BwdLatDn[ns] CycTime[ns] EpC[fJ]
200 0 0.102668 68.1937 78.8822 85.3109 89.8904 252.861 0.286121
225 0 0.107398 27.8967 33.8129 34.7061 38.375 104.52 0.367249
250 0 0.112733 11.4196 14.8422 14.1793 16.7228 43.7994 0.46496
275 0 0.119136 4.78367 6.94341 5.96427 7.73964 19.2434 0.582695
300 0 0.127039 2.13711 3.62318 2.69501 3.98497 9.28725 0.72655
325 0 0.136435 1.06796 2.13918 1.36787 2.32282 5.07005 0.900323
350 0 0.14694 0.609024 1.3888 0.79194 1.49438 3.10815 1.09668
375 0 0.15799 0.391027 0.954721 0.51485 1.02258 2.08252 1.29837
400 0 0.169293 0.275755 0.678926 0.366413 0.726598 1.48664 1.49162
425 0 0.180749 0.208565 0.49534 0.279052 0.531219 1.11313 1.67236
450 0 0.192329 0.166197 0.370457 0.223558 0.398883 0.867144 1.84477
475 0 0.204133 0.137845 0.284349 0.186157 0.307756 0.699115 2.01597
500 0 0.216303 0.117773 0.224066 0.159652 0.243943 0.580755 2.1921
525 0 0.228998 0.103039 0.181062 0.140122 0.198323 0.495041 2.37773
550 0 0.242363 0.091932 0.14976 0.125333 0.165016 0.431151 2.57579
575 0 0.256515 0.0832529 0.126493 0.113785 0.140166 0.382482 2.78768
600 0 0.271607 0.0763495 0.108838 0.104571 0.121215 0.344498 3.01457
625 0 0.287676 0.070753 0.0951765 0.0970992 0.106473 0.314381 3.25778
650 0 0.304814 0.0661698 0.0844191 0.0909375 0.0947953 0.290035 3.51709
675 0 0.323054 0.0623118 0.0758075 0.0857781 0.0853919 0.27001 3.79417
700 0 0.342525 0.0590912 0.0688236 0.0814368 0.0777136 0.253401 4.08985
725 0 0.363177 0.0563072 0.0630862 0.0776984 0.0713651 0.239439 4.40466
750 0 0.385102 0.0539553 0.0583138 0.0745181 0.066045 0.227598 4.73968
775 0 0.408282 0.0519135 0.0543041 0.071754 0.0615503 0.21747 5.09577
800 0 0.432952 0.0501473 0.0509105 0.0693525 0.0577225 0.208756 5.475
850 0 0.486694 0.0472338 0.0454995 0.0654221 0.0515646 0.194693 6.30301
900 0 0.548089 0.0449842 0.0414432 0.0624142 0.0468994 0.184021 7.23271
950 0 0.620366 0.0432501 0.0383176 0.0601253 0.043271 0.175913 8.26961
100 25 0.388585 758.504 517.014 910.588 611.127 2295.76 0.14513
125 25 0.395044 348.793 268.085 433.071 311.857 1112.49 0.152707
150 25 0.405987 162.602 131.003 201.796 153.434 525.086 0.179398
175 25 0.418678 74.9502 61.9406 92.3446 72.9555 242.139 0.223992
200 25 0.432847 34.0807 28.9011 41.681 34.0563 110.103 0.284662
225 25 0.44795 15.3439 13.5688 18.681 15.9182 49.9893 0.360265
250 25 0.464344 6.91296 6.6044 8.42278 7.67447 23.1504 0.450387
275 25 0.482449 3.18944 3.46644 3.91965 3.96957 11.3084 0.556514
300 25 0.5024 1.56957 2.02165 1.95946 2.27529 6.05051 0.682712
325 25 0.52398 0.855555 1.30833 1.08826 1.44926 3.59607 0.832445
350 25 0.546506 0.522398 0.9154 0.675964 1.00227 2.3606 1.00356
375 25 0.569882 0.352372 0.673054 0.462285 0.731788 1.67348 1.18787
400 25 0.593559 0.257211 0.510265 0.340965 0.553018 1.25411 1.37719
425 25 0.617576 0.199275 0.395148 0.266266 0.428116 0.979618 1.56618
450 25 0.641985 0.161552 0.3116 0.217162 0.338179 0.790693 1.75438
475 25 0.666935 0.135625 0.250103 0.183189 0.272268 0.655772 1.94368
500 25 0.692559 0.116972 0.204364 0.158628 0.223326 0.556847 2.13714
525 25 0.719092 0.103068 0.169987 0.140257 0.186538 0.482469 2.33811
550 25 0.746825 0.092395 0.14383 0.126108 0.158506 0.425504 2.54929
575 25 0.775701 0.0840152 0.123659 0.114962 0.136833 0.38098 2.7725
600 25 0.805916 0.0773099 0.10788 0.106004 0.11981 0.345531 3.00931
625 25 0.837716 0.0718213 0.0953717 0.0986669 0.106263 0.316966 3.26138
650 25 0.871037 0.067309 0.0853248 0.0925944 0.0953302 0.29356 3.52951
675 25 0.906072 0.0634863 0.0771458 0.0874762 0.0863871 0.274147 3.81526
700 25 0.942662 0.0602797 0.0704243 0.0831368 0.0789984 0.257873 4.11936
725 25 0.981402 0.0575204 0.064832 0.0794134 0.0728198 0.244102 4.44249
750 25 1.02187 0.0551617 0.060139 0.0762121 0.0676061 0.232345 4.78618
775 25 1.0643 0.0531218 0.0561646 0.0734358 0.0631706 0.222258 5.15107
800 25 1.10885 0.0513256 0.0527726 0.0710074 0.0593677 0.213558 5.53896
850 25 1.20453 0.048403 0.0473179 0.0670496 0.0532068 0.199413 6.38488
900 25 1.312 0.0461377 0.0431753 0.0640042 0.0484954 0.188657 7.33122
950 25 1.43485 0.0443646 0.0399559 0.0616755 0.0448069 0.180406 8.38419
100 50 1.42282 316.195 169.383 363.191 211.849 860.49 0.176619
125 50 1.4382 153.247 94.445 186.363 113.537 445.262 0.17692
150 50 1.46946 76.7509 49.6323 93.7541 59.7265 225.879 0.197082
175 50 1.50806 38.2983 25.2979 46.484 30.5931 112.542 0.236388
200 50 1.55298 18.8771 12.7931 22.7564 15.4726 55.4775 0.292884
225 50 1.60052 9.20143 6.56844 11.0604 7.89474 27.4147 0.364494
250 50 1.65088 4.48421 3.53585 5.41117 4.1942 13.887 0.44964
275 50 1.70418 2.243 2.05963 2.74065 2.39824 7.4443 0.549091
300 50 1.76001 1.19815 1.31595 1.49084 1.50193 4.33408 0.666242
325 50 1.81793 0.702773 0.91448 0.891814 1.02572 2.76513 0.804382
350 50 1.8772 0.45457 0.676031 0.586986 0.748595 1.91699 0.96246
375 50 1.93827 0.319698 0.520856 0.418749 0.571951 1.4184 1.13575
400 50 2.00022 0.240384 0.411985 0.318342 0.450268 1.10093 1.31885
425 50 2.06334 0.190236 0.331841 0.254089 0.361964 0.885752 1.50782
450 50 2.12763 0.156686 0.271236 0.210638 0.295849 0.7329 1.70081
475 50 2.19372 0.133069 0.224724 0.179825 0.245426 0.620449 1.89807
500 50 2.26142 0.115775 0.188678 0.157118 0.206492 0.535793 2.10134
525 50 2.33112 0.102698 0.160521 0.139881 0.176128 0.470475 2.31235
550 50 2.40304 0.0925823 0.138368 0.126455 0.152239 0.419256 2.53318
575 50 2.47738 0.0845378 0.120773 0.115763 0.133237 0.378452 2.76581
600 50 2.55418 0.0780235 0.106663 0.107079 0.117961 0.345478 3.01198
625 50 2.63407 0.0726831 0.0952396 0.099924 0.105563 0.318448 3.27296
650 50 2.71672 0.0682536 0.0858901 0.0939557 0.0953826 0.296065 3.54984
675 50 2.80242 0.0645173 0.0781718 0.0889219 0.0869451 0.277363 3.8445
700 50 2.89129 0.0613366 0.0717465 0.0846257 0.0798948 0.261494 4.15767
725 50 2.98326 0.0586101 0.0663351 0.0809223 0.0739384 0.248062 4.49001
750 50 3.07907 0.0562637 0.0617534 0.0777337 0.0688732 0.236488 4.84247
775 50 3.17765 0.0542129 0.0578433 0.074952 0.0645333 0.226511 5.21691
800 50 3.28118 0.0524359 0.0544762 0.0725301 0.0607879 0.217865 5.61384
850 50 3.49912 0.049509 0.0490109 0.0685529 0.0546701 0.203717 6.47845
900 50 3.7367 0.0472102 0.0448102 0.0654828 0.0499479 0.192922 7.44263
950 50 3.99918 0.0454422 0.0415204 0.0631331 0.0462323 0.184578 8.51322
125 75 4.46812 76.2343 38.6768 90.6498 48.0945 204.244 0.210483
175 75 4.64772 21.47 11.9088 25.7873 14.703 58.7689 0.256482
200 75 4.77176 11.3016 6.50559 13.5082 8.01622 31.1092 0.307962
225 75 4.90456 5.87366 3.64261 7.02038 4.44605 16.5703 0.374761
250 75 5.04459 3.05688 2.15087 3.68041 2.581 9.08629 0.454955
275 75 5.19019 1.64267 1.36766 2.00679 1.60645 5.27534 0.549361
300 75 5.33944 0.942529 0.939967 1.17388 1.0808 3.29487 0.661231
325 75 5.49435 0.588822 0.690558 0.747828 0.779991 2.22884 0.792869
350 75 5.65164 0.399986 0.533039 0.516721 0.594097 1.61652 0.943285
375 75 5.81236 0.291701 0.425467 0.382104 0.469907 1.23818 1.10941
400 75 5.97619 0.225144 0.347287 0.298202 0.381347 0.988019 1.28768
425 75 6.1434 0.181692 0.287974 0.242722 0.315187 0.813516 1.47494
450 75 6.31426 0.151755 0.241736 0.204107 0.264197 0.686186 1.66964
475 75 6.4891 0.130323 0.205126 0.176192 0.224146 0.590664 1.87139
500 75 6.66824 0.11431 0.17589 0.155247 0.192329 0.516839 2.08084
525 75 6.85135 0.102109 0.152403 0.139142 0.166847 0.458882 2.2992
550 75 7.04079 0.0924849 0.133411 0.126424 0.14627 0.412616 2.52803
575 75 7.23481 0.0847948 0.117966 0.116193 0.129538 0.3752 2.76916
600 75 7.434 0.0785419 0.10532 0.107841 0.115825 0.344454 3.02389
625 75 7.63974 0.073371 0.0948895 0.100906 0.104502 0.319025 3.29377
650 75 7.85113 0.0690556 0.0862177 0.0950818 0.0950711 0.297733 3.57955
675 75 8.06878 0.0653874 0.0789564 0.0901425 0.0871542 0.279733 3.88328
700 75 8.2929 0.062259 0.0728367 0.0859055 0.0804682 0.264453 4.20568
725 75 8.52184 0.0595904 0.0676342 0.082255 0.0747703 0.251318 4.54753
750 75 8.7615 0.0572667 0.0631843 0.0790983 0.0698828 0.240047 4.91002
775 75 9.00645 0.0552325 0.0593521 0.0763324 0.0656629 0.230217 5.2943
800 75 9.25888 0.0534733 0.0560325 0.0739226 0.0620002 0.221651 5.70051
850 75 9.78757 0.0505516 0.0505868 0.0699501 0.0559709 0.207659 6.58464
900 75 10.3517 0.0482717 0.0463539 0.0668755 0.0512728 0.196817 7.56795
950 75 10.9633 0.0464713 0.0430004 0.0645038 0.0475398 0.188414 8.65633
125 100 12.1541 42.0513 17.8285 48.603 23.0318 104.433 0.254826
175 100 12.5602 12.9427 6.27211 15.4283 7.86338 33.605 0.284843
200 100 12.8567 7.1699 3.68997 8.53633 4.5978 18.9282 0.329557
225 100 13.184 3.92764 2.24017 4.69237 2.75374 10.7731 0.390091
250 100 13.5304 2.16715 1.43526 2.61596 1.72902 6.33661 0.464931
275 100 13.8886 1.24239 0.980973 1.52418 1.15502 3.93382 0.555376
300 100 14.2579 0.760116 0.714809 0.950359 0.823747 2.61087 0.663885
325 100 14.6369 0.50146 0.549014 0.638655 0.621637 1.8552 0.791492
350 100 15.0226 0.355344 0.438639 0.459994 0.490077 1.39733 0.937134
375 100 15.4161 0.267474 0.360238 0.350872 0.398646 1.10165 1.09872
400 100 15.8176 0.211363 0.301476 0.280215 0.331439 0.899762 1.27361
425 100 16.2274 0.173573 0.255722 0.232043 0.279942 0.754886 1.45944
450 100 16.646 0.146879 0.219171 0.197695 0.239314 0.647198 1.65514
475 100 17.0739 0.127417 0.18955 0.172389 0.20669 0.564407 1.85979
500 100 17.5112 0.112681 0.165329 0.15312 0.180196 0.499577 2.07416
525 100 17.959 0.101257 0.145408 0.138082 0.158499 0.447783 2.29857
550 100 18.4186 0.0921936 0.128963 0.12609 0.140639 0.405811 2.53474
575 100 18.8887 0.0848808 0.115316 0.116358 0.125845 0.371341 2.78352
600 100 19.3706 0.078889 0.10394 0.10834 0.113524 0.34279 3.04691
625 100 19.8647 0.0739033 0.0944042 0.101645 0.103193 0.318904 3.32546
650 100 20.3713 0.0697147 0.0863671 0.0959945 0.0944833 0.298713 3.62077
675 100 20.8909 0.0661588 0.0795499 0.091171 0.08709 0.281514 3.93382
700 100 21.4239 0.063105 0.0737398 0.0870278 0.0807788 0.266768 4.26578
725 100 21.9706 0.0604694 0.0687521 0.0834359 0.0753554 0.254092 4.61748
750 100 22.5315 0.0581872 0.0644482 0.0803237 0.0706681 0.243073 4.98983
775 100 23.1071 0.0561969 0.0607106 0.0775991 0.0665908 0.233471 5.38417
800 100 23.6941 0.0544503 0.0574472 0.0752089 0.0630275 0.225066 5.80098
850 100 24.923 0.0515506 0.0520449 0.0712604 0.0571168 0.2112 6.70482
900 100 26.2246 0.0492795 0.0478035 0.0681881 0.0524688 0.2004 7.70782
950 100 27.6108 0.0474839 0.0444086 0.0657988 0.0487479 0.191939 8.81531
150 125 29.886 14.2686 5.78546 16.7217 7.44318 34.7782 0.305947
175 125 30.3993 8.25622 3.62187 9.78359 4.5883 20.6525 0.322411
200 125 31.0403 4.75514 2.28741 5.65825 2.862 12.2799 0.358504
225 125 31.761 2.72573 1.4943 3.26784 1.83683 7.41511 0.411616
250 125 32.53 1.58869 1.02629 1.92903 1.23355 4.6418 0.481168
275 125 33.3279 0.966862 0.744604 1.1938 0.874344 3.05401 0.568243
300 125 34.1543 0.625815 0.568647 0.786968 0.653911 2.13512 0.674074
325 125 34.9929 0.432892 0.452933 0.553785 0.512018 1.58117 0.798949
350 125 35.8588 0.318268 0.372302 0.413344 0.415372 1.22934 0.941593
375 125 36.7377 0.246408 0.313037 0.323963 0.345851 0.993607 1.10025
400 125 37.6343 0.19878 0.267392 0.263994 0.293333 0.827728 1.27309
425 125 38.5491 0.165903 0.231024 0.222066 0.252171 0.705796 1.4583
450 125 39.483 0.142171 0.201407 0.191523 0.219094 0.613297 1.65499
475 125 40.4365 0.124477 0.176912 0.168554 0.192017 0.541165 1.86267
500 125 41.407 0.110939 0.156486 0.150834 0.169621 0.483641 2.08135
525 125 42.406 0.100291 0.139375 0.136828 0.150973 0.437083 2.31177
550 125 43.4235 0.0917863 0.124988 0.125551 0.135362 0.398921 2.55475
575 125 44.4614 0.0848586 0.11285 0.116322 0.122233 0.367268 2.81145
600 125 45.5276 0.0791187 0.102574 0.108657 0.111141 0.340714 3.08294
625 125 46.6157 0.0743368 0.0938403 0.102219 0.101727 0.318273 3.37043
650 125 47.7287 0.0702885 0.0863843 0.0967526 0.0936959 0.299169 3.6753
675 125 48.8674 0.0668405 0.0799929 0.0920709 0.0868103 0.282767 3.99784
700 125 50.0325 0.063873 0.0744814 0.0880297 0.080872 0.268644 4.3397
725 125 51.2246 0.0613007 0.069712 0.084514 0.0757329 0.256383 4.70146
750 125 52.4365 0.0590551 0.065558 0.0814487 0.0712554 0.245672 5.08433
775 125 53.6871 0.0571078 0.0619251 0.0787711 0.0673345 0.236312 5.48902
800 125 54.9708 0.0553826 0.0587288 0.0764139 0.0638862 0.228073 5.91623
850 125 57.6189 0.052517 0.0533887 0.0724941 0.0581201 0.214434 6.84138
900 125 60.4045 0.0502588 0.0491515 0.0694278 0.0535388 0.203666 7.86458
950 125 63.3359 0.0484679 0.0457285 0.0670225 0.0498446 0.195185 8.99117
